commitMsg,changeType,bugFix,featureAddition,performanceImprovement
make it explicit that test expects no rebalancing. (#88993)          this is required in case new shards allocator might be more proactive with     rebalancing.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1,1
"reject unknown request body fields in mount api (#88987)          the parser used to parse mount api requests is configured to     ignore unknown fields. i suspect we made it this way when it     was created because we were expecting to change the     request's body in the future, but that never happened.          this leniency confuses users (#75982) so we think it is better     to simply reject requests with unknown fields starting v8.5.0.          because the high level rest client has a bug (to be fixed in #79604)     that injects a wrong ignored_index_settings we decided to just ignore     and not reject that one on purpose.          closes #75982","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
[ml] mute tests for issue #89008 (#89009)          related #89008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
fix compilation in the rescore plugin (#89004)          add source fallback operation when looking up a the factor field added in #88735          resolves #88985,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,0
eliminating initial delay of coordinationdiagnosticsservice#beginpollingclusterformationinfo for integration tests (#89001)          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1,1
extract least/most available disk space diskusage (#88996)          ,"[0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 0, 15, 0]",0,0,1
update version serialization for ccr backport and re-enable bwc tests (#88998)          updates versions for backport (#88995) of original fix (#88875)          relates to #88997,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
add `synthetic_source` support to `aggregate_metric_double` fields (#88909)          this pr implements synthetic_source support to the aggregate_metric_double     field type          relates to #86603     ,"[0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 5, 0]",0,0,1
"save loop over all local shards in indicesclusterservice.applyclusterstate (#88210)          we can save another two loops here by checking for shards to fail in the same loop that updates or creates shards.     also, we only need to loop over all indices services locally once for deleting indices as a whole or just shards     out of existing indices.","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 5, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 20, 0, 1, 1, 0]",1,0,0
"support source fallback for byte, short, and long fields (#88954)          this change adds source fallback support for byte, short, and long fields. these use the already     existing class sourcevaluefetchersortednumericindexfielddata.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"fix renaming data streams with ccr replication (#88875)          this commit fixes the situation where a user wants to use ccr to replicate indices that are part of     a data stream while renaming the data stream. for example, assume a user has an auto-follow request     that looks like this:          ```     put /_ccr/auto_follow/my-auto-follow-pattern     {     `remote_cluster` : `other-cluster`,     `leader_index_patterns` : [`logs-*`],     `follow_index_pattern` : `{{leader_index}}_copy`     }     ```          and then the data stream `logs-mysql-error` was created, creating the backing index     `.ds-logs-mysql-error-2022-07-29-000001`.          prior to this commit, replicating this data stream means that the backing index would be renamed to     `.ds-logs-mysql-error-2022-07-29-000001_copy` and the data stream would *not* be renamed. this     caused a check to trip in `transportputlifecycleaction` asserting that a backing index was not     renamed for a data stream during following.          after this commit, there are a couple of changes:          first, the data stream will also be renamed. this means that the `logs-mysql-error` becomes     `logs-mysql-error_copy` when created on the follower cluster. because of the way that ccr works,     this means we need to support renaming a data stream for a regular `create follower` request, so a     new parameter has been added: `data_stream_name`. it works like this:          ```     put /mynewindex/_ccr/follow     {     `remote_cluster`: `other-cluster`,     `leader_index`: `myotherindex`,     `data_stream_name`: `new_ds`     }     ```          second, the backing index for a data stream must be renamed in a way that does not break the parsing     of a data stream backing pattern, whereas previously the index     `.ds-logs-mysql-error-2022-07-29-000001` would be renamed to     `.ds-logs-mysql-error-2022-07-29-000001_copy` (an illegal name since it doesn't end with the     rollover digit), after this commit it will be renamed to     `.ds-logs-mysql-error_copy-2022-07-29-000001` to match the renamed data stream. this means that for     the given `follow_index_pattern` of `{{leader_index}}_copy` the index changes look like:          | leader cluster | follower cluster |     |--------------|-----------|     | `logs-mysql-error` (data stream) | `logs-mysql-error_copy` (data stream) |     | `.ds-logs-mysql-error-2022-07-29-000001`      | `.ds-logs-mysql-error_copy-2022-07-29-000001` |          which internally means the auto-follow request turned into the create follower request of:          ```     put /.ds-logs-mysql-error_copy-2022-07-29-000001/_ccr/follow     {     `remote_cluster`: `other-cluster`,     `leader_index`: `.ds-logs-mysql-error-2022-07-29-000001`,     `data_stream_name`: `logs-mysql-error_copy`     }     ```          relates to https://github.com/elastic/elasticsearch/pull/84940 (cherry-picked the commit for a test)     relates to https://github.com/elastic/elasticsearch/pull/61993 (where data stream support was first introduced for ccr)     resolves https://github.com/elastic/elasticsearch/issues/81751","[0, 0, 0, 0, 5, 5, 0, 2, 0, 0, 0, 1, 12, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 0, 1, 11, 0]",1,0,0
fix race conditions in master stability polling (#88874)          this fixes some possible race conditions in the cluster formation polling of the stable master code.     it also prevents the list of tasks from growing indefinitely.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"[ml] address potential bug where trained models get stuck in starting after being allocated to node (#88945)          when a model is starting, it has been rarely observed that it will lock up while trying to restore the model objects to the native process.          this would manifest as a trained model being stuck in `starting` while also being assigned to a node. so, there is a native process started and task available on the assigned nodes, but the model state never gets out of `starting`.","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 0, 0, 3, 0]",0,0,1
"avoid expensive loop in indicesdeletedfromclusterstate() when possible (#88986)          the loop over all indices here gets very expensive for large states, we     can avoid it often when metadata changes but not the indices maps.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,1,1
[ml] frequent items: use a bitset for deduplication (#88943)          speedup frequent_items by using bitsets instead of lists of longs. with this item sets     can be faster de-duplicated. a bit is set according to the order of top items (by count).,"[0, 0, 0, 0, 8, 7, 0, 1, 0, 0, 0, 1, 5, 26, 2, 8, 0, 0, 0, 1, 0, 4, 1, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 6, 2, 0, 0, 0, 2, 0, 0, 31, 127, 0, 183, 69, 0]",1,1,1
"remove calls to deprecated xcontent method (#84733)          this removes many calls to the last remaining `createparser` method that     i deprecated in #79814, migrating callers to one of the new methods that     it created.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0]",0,1,1
"synthetic source: fix scaled_float rounding (#88916)          there were some cases where synthetic source wasn't properly rounding in     round trips. `0.15527719259262085` with a scaling factor of     `2.4206374697469164e16` was round tripping to `0.15527719259262088`     which then round trips up to `0.0.1552771925926209`, rounding the wrong     direction! this fixes the round tripping in this case through ever more     paranoid double checking and nudging.          closes #88854","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 5, 0, 3, 2, 0]",1,0,0
port tests for `date_range` (#88958)          this ports some of the tests for `date_range` from a high overhead     `integtestcase` to a lower overhead `aggregatortestcase`.     `aggregatortestcase` is also lower level so it can find more fun things     like memory leaks. and it enables values source type testing for     `date_range`.          inspired by #55502 by andy.bristol@elastic.co,"[0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",1,1,1
"[ml] add new text_similarity nlp task (#88439)          text_similarity is a cross-encoding task that compares two text inputs at inference time.          it can be used for cross-encoding re-ranking     ```     post _ml/trained_models/cross-encoder__ms-marco-tinybert-l-2-v2/_infer     {     `docs`:[{ `text_field`: `berlin has a population of 3,520,031 registered inhabitants in an area of 891.82 square kilometers.`}, {`text_field`: `new york city is famous for the metropolitan museum of art.`}],     `inference_config`: {     `text_similarity`: {     `text`: `how many people live in berlin?`     }     }     }     ```          with results:     ```     {     `inference_results`: [     {     `predicted_value`: 7.235751628875732     },     {     `predicted_value`: -11.562295913696289     }     ]     }     ```          or with just raw text similarity. here is an example for check if two questions are very similar:     ```     post _ml/trained_models/cross-encoder__quora-distilroberta-base/_infer     {     `docs`:[{ `text_field`: `what is your quest?`}, { `text_field`: `what is your favorite color?`}, { `text_field`: `is the swallow african or european?`}, { `text_field`: `what is the airspeed velocity of a swallow carrying coconuts?`}, { `text_field`: `how fast is an unladen swallow?`}],     `inference_config`: {     `text_similarity`: {     `text`: `what is the airspeed velocity of an unladen swallow?`     }     }     }     ```     with results:     ```     {     `inference_results`: [     {     `predicted_value`: -8.312414169311523     },     {     `predicted_value`: -8.239330291748047     },     {     `predicted_value`: -8.256011009216309     },     {     `predicted_value`: -4.1945390701293945     },     {     `predicted_value`: -3.294121742248535     }     ]     }     ```","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 0, 3, 0]",0,0,1
"support bulk updates of api keys (#88856)          this pr adds a new api route to support bulk updates of api keys:          `post _security/api_key/_bulk_update`          the route takes a list of ids (`ids`) of api keys to update, along     with the same request parameters as the single operation route:          - `role_descriptors` - the list of role descriptors specified for the     key. this is one of the two parts that determines an api key?�s     privileges.     - `metadata_flattened` - the searchable metadata associated     to an api key          analogously to the single operation route, a call to `_bulk_update`     automatically updates the `limited_by_role_descriptors`, `creator`, and     `version` fields for each api key.          the implementation ports the single api key update operation to use the     new bulk functionality under the hood, translating as necessary at the     transport layer.          relates: #88758","[0, 0, 0, 0, 9, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 16, 18, 0, 1, 10, 0]",0,0,1
"remove `gettestname()` from the index name (#88941)          this pr removes the test name from the source index name and replaces it     with a 14 char long random alphanumeric.          in the past, we had chosen to include the test name in the index name so that     there are no naming conflicts between indexes of different tests. however, some     times test names include invalid characters that make index creation fail.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
remove test only code from allocationservice (#88889)          ,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0]",1,1,1
simplify allocation service (#88850)          this pr simplifies allocation service by extracting common code to a method.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 6, 0]",0,1,1
improve eql sequence circuit breaker precision (#88538)          fixes #88300,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 4, 0]",1,0,0
fix pluginsservicetests on windows (#88971)          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
ensure that the filesettingservice closes the config file input stream (#88953)          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",0,1,0
"add deprecation message for deprecated plugin apis (#88961)          plugin apis are defined by a set of interfaces from server. many of     these apis are actually implementation details of the system. as we move     these implementation details to use different hook mechanisms so that     internals are only implementable by builtin components, the existing     plugin apis need to be deprecated. java provides a means to indicate     deprecation - through the `@deprecated` annotation. but that annotation     is only seen when compiling a plugin implementing deprecated hooks, and     only then if deprecation warnings are not disabled.          this commit adds an introspection step to plugin initialization which     inspects each loaded plugin and looks for any apis marked with the     @deprecated annotation which are overridden by the plugin. if any are     found, deprecation log messages are then emitted to the deprecation log.","[0, 0, 0, 0, 4, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 14, 1, 0, 0, 5, 0]",0,0,1
[test] reliable settings.json update in filesettingsit (#88959)          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
deprecate overriding discoveryplugin internals (#88925)          discoveryplugin allows extending getjoinvalidator and     getelectionstrategies. these are implementation details of the system.     this commit deprecates these methods so that plugin authors are     discouraged from overriding them.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1
"fix slow assertion running in production in routingnodes (#88951)          this needs to be in a separate method, it's currently running in production     and uses significant cpu time.          broken in #88794","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,0,0
