commitMsg,changeType,bugFix,featureAddition,performanceImprovement
"Cache least recently used output buffer.          - reduce memory allocations especially when Xml is serialized inside a     tight inner loop,     - performance slightly improved.          BEFORE:     100 packages:     [2/4] android.util.XmlPerfTest#timeWrite_Binary: PASSED (10.516s)     timeWrite_Binary_mean: 674979     threadAllocCount_mean: 59     timeWrite_Binary_min: 671194     timeWrite_Binary_median: 674798     timeWrite_Binary_standardDeviation: 3658     threadAllocSize_mean: 530176     10 packages:     [2/4] android.util.XmlPerfTest#timeWrite_Binary: PASSED (10.542s)     timeWrite_Binary_mean: 71113     threadAllocCount_mean: 56     timeWrite_Binary_min: 70201     timeWrite_Binary_median: 71237     timeWrite_Binary_standardDeviation: 692     threadAllocSize_mean: 59136     1 package:     [2/4] android.util.XmlPerfTest#timeWrite_Binary: PASSED (10.091s)     timeWrite_Binary_mean: 15698     threadAllocCount_mean: 56     timeWrite_Binary_min: 15072     timeWrite_Binary_median: 15677     timeWrite_Binary_standardDeviation: 410     threadAllocSize_mean: 6439          AFTER:     100 packages:     [1/1] android.util.XmlPerfTest#timeWrite_Binary: PASSED (10.221s)     timeWrite_Binary_mean: 605862     threadAllocCount_mean: 53     timeWrite_Binary_min: 602353     timeWrite_Binary_median: 604424     timeWrite_Binary_standardDeviation: 4972     threadAllocSize_mean: 492748     10 packages:     [1/1] android.util.XmlPerfTest#timeWrite_Binary: PASSED (10.575s)     timeWrite_Binary_mean: 58710     threadAllocCount_mean: 50     timeWrite_Binary_min: 57551     timeWrite_Binary_median: 57798     timeWrite_Binary_standardDeviation: 2129     threadAllocSize_mean: 21696     1 package:     [1/1] android.util.XmlPerfTest#timeWrite_Binary: PASSED (10.151s)     timeWrite_Binary_mean: 11576     threadAllocCount_mean: 50     timeWrite_Binary_min: 11315     timeWrite_Binary_median: 11381     timeWrite_Binary_standardDeviation: 431     threadAllocSize_mean: 4336          Test: atest FastDataPerfTest XmlPerfTest     Bug: 195994150     Fixes: 195994150          Merged-In: Ieedd27a676d718967c2fac30bc48a68ae636a180     Change-Id: Ieedd27a676d718967c2fac30bc48a68ae636a180     ","[1, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 8, 0, 3, 1, 0]","1","1","1"
"le_audio: Extend handling of Broadcaster as active device          Patch extends handling Broadcaster as active Bluetooth device.     Broadcast device.          Bug: 150670922     Tag: #feature     Test: PTS and presubmit     Sponsor: jpawlowski@     Merged-In: Ic41c619411f1784bf586aa48ad0fa4a39a37ecb7     Change-Id: Ic41c619411f1784bf586aa48ad0fa4a39a37ecb7     (cherry picked from commit 7c1bf84c373f10ad88f2b220b787dd9f71f1ff76)     ","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 1, 0, 4, 0]","1","1","1"
"AudioDeviceBroker: Extend createBtDeviceInfo with LE_AUDIO_BROADCAST          Bug: 150670922     Tag: #feature     Sponsor: jpawlowski@     Test: build          Merged-In: I389ce1fb8f6a763e991a00f3bebfac0648086722     Change-Id: I389ce1fb8f6a763e991a00f3bebfac0648086722     (cherry picked from commit 59afd5ccf781d3a7ef76d05cde7336e58c5d9f38)     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","1","1","1"
"Track interfaces and roaming changed event history          Currently netpolicy event log includes the meteredness changed     event but it's also called while the roaming changed. The     roaming event should be tracked as well so add roaming event     for it. Besides, it would be better to track the interfaces changed     so this change also adds interfaces event for tracking interfaces     changed history.          Bug: 237640200     Test: FrameworksNetTest     adb shell dumpsys netpolicy     Change-Id: I788fb8896d3cd5b47916c687fde05ef7ad88456b     ","[0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]","1","1","1"
"Deprecate Debug.enableEmulatorTraceOutput()          The API has been no-op for 2 releases.     https://r.android.com/1352354          We should officially deprecate the API.          Bug: 238895989     Test: atest CtsOsTestCases:android.os.cts.DebugTest     Change-Id: Ib1454b200a0ae0da557de02c49c482145deb97df     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Minor update canHandleType()          Bug: 232632618     Test: manual     Merged-In: I5e1ca1361dfe04cd484e585f095aff0c5ff2579f     Change-Id: I5e1ca1361dfe04cd484e585f095aff0c5ff2579f     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0]","1","1","1"
"Improved telephony registry logging          Bug: 232630223     Test: Manual     Merged-In: Ifd00798a9add597b06677b857c58b3a946fb7435     Change-Id: Ifd00798a9add597b06677b857c58b3a946fb7435     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","1","1","1"
"Fix javadoc typo for Bitmap.Config.RGBA_F16          Signed-off-by: Piotr Fusik <piotr.fusik@gmail.com>     Change-Id: I5152f9888eeb9f0ece6e89b51e25905b175e906a     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Make target dirty segment ratio tunable`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `Dump mNetworkToIfaces in NetworkPolicyManagerService`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `Fix weak global reference overflow`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","0"
"Merge `NotificationPlayer: use AUDIOFOCUS_GAIN_TRANSIENT instead of AUDIOFOCUS_GAIN in looping mode`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Fix CharsetUtf8PerfTest.          The test performed a lot of repetitions of the same append call with a buffer that kept being extended which resulted in OOM errors, but now we use a new buffer each time.          Test: atest CharsetUtf8PerfTest     Bug: 235455275     Change-Id: I10427d315a6d0b45394c74d0c8642f0c085ceb07     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 2, 4, 0]","1","1","1"
"Fix failing Libcore benchmarks.          JarFilePerfTest was incorrectly submitted and not working yet, and     SignaturePerfTest had a failing test case.          Test: atest SignaturePerfTest     Change-Id: I739a87c02fdb3dd8c82cd63c8187fa9a8bf05ca7     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","1","1","1"
"Dump mNetworkToIfaces in NetworkPolicyManagerService          Dump last interfaces of the network information in dumpsys of     netpolicy.          Output:     Network to interfaces:     100: {rmnet_data1}]     101: {v4-wlan0, wlan0}]          Bug: 237640200     Test: FrameworksNetTests     Change-Id: I258f5565e62666cd71222073c692e45e2e5828e2     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0]","1","1","1"
"Fix weak global reference overflow          When the last item of sRunningAttributionSources is removed, the     current check condition will cause the process of removing     sRunningAttributionSources stopped and return directly, bring in weak     global reference table overflow.          Change the order for smooth removal.          Bug: 218794347     Test: run audio stress test pass     Change-Id: I39072f3b72f0be6d6debbcbc948d7a940ad92785     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 0, 0]","1","1","1"
"Extend splash screen exception list to SC-V2          Extend the support of the exception list for SC-V2 and apps targeting     S and SC-V2.          Test: atest ActivityRecordTests     Test: com.android.server.wm.SplashScreenExceptionListTest     Bug: 231708538     Merged-In: I5412e81f70cbc9aac3861d13d85e199e949bedc7     Change-Id: I70a2aa4684c1267fe98e0e2260c61042db9c2e36     ","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 12, 0]","1","1","1"
"Merge `Final set of libcore benchmarks.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","0","1"
"Merge `Fix virtual display cannot be relased.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","0"
"Merge `[Bugfix][RemoteAnimation] Fix IndexOutOfBoundsException in onAnimationFinished of  RemoteAnimationController`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","0"
"[Bugfix][RemoteAnimation] Fix IndexOutOfBoundsException in onAnimationFinished of     RemoteAnimationController          Sometimes mPendingAnimations.remove will be called more than once in one cycle (line 255 - 270) of     onAnimationFinished, e.g., mPendingAnimations.remove being called again in     adapters.mAdapter.mCapturedFinishCallback.onAnimationFinished, resulting in     IndexOutOfBoundsException.          Bug:237989368          Change-Id: Ica771f1ae4cb4ddddb7684bd964504ca9f31ea12     Test: Monkey test     ","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]","1","1","1"
"Merge changes from topics `RefactorIR`, `appExclusionPrefix`, `reStartVpnProfile`          * changes:     Update method visibility for testing     Stop VPN profiles by exiting VpnRunner instead of prepareInternal     Update the prefix in keystore for app exclusion     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Merge SQ3A.220705.003 to aosp-master - DO NOT MERGE`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge SQ3A.220705.003 to aosp-master - DO NOT MERGE          Merged-In: I7cffe34a393991c4ef98740f7c3a052c0b6344fb     Merged-In: Ie0b7151fabd09f58d58745a3f9e2e0252e04411a     Change-Id: Id75747f4a2519f9fa1c7850f99f0298a39dbc79e     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Remove SharedLog usage from NetworkStackClient`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","0"
"Merge `Update doc for audio-coupled-haptic related stuff.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge changes from topic `gc_sleep_time`          * changes:     Make minimum gc sleep time tunnable     Make smart idle maint update write amount record every period     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Fix virtual display cannot be relased.          Bug:238368970          1. IMediaProjectionCallback#onStop to release virtual display and     remove mVirtualDisplayDevices.     2. DisplayManagerService#releaseVirtualDisplayInternal cannot remove display device due to null mVirtualDisplayDevices.          Signed-off-by: linkai <linkai@xiaomi.com>     Change-Id: Idb3f4aabe894b17a9681dae9f1028bd44ac36f1e     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","1","1","1"
"Merge `Binder: clearCallingIdentity is kernel binder`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Binder: clearCallingIdentity is kernel binder          This method clears the calling identity of a kernel     binder call. However, there is now a generic API to     disallow the use of kernel binder calling identities.     This is used by RPC binder calls in order to ensure     that code doesn't accidentally assume the default     (<pid>, <uid>) calling identity means that the call     originated from another process.          In the C++ layer, this API is attached to     IPCThreadState. In the future, we could consider     expanding the scope of this API to code and restore     many types of calling IDs, but the current return     type may not have enough space, and I want to     push people away from thread locals (globals)     for now.          Bug: 237245600     Test: N/A     Change-Id: I6e293814769cbd3c41e72afd95385af31ceb099f     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Remove SharedLog usage from NetworkStackClient          As was pointed out, SharedLog in NetworkStackClient (and     ConnectivityModuleConnector) was only used for dump() functionality     which is not called by anyone. This CL removes the unused dump()     functions and removes SharedLog usage in favor of android.util.Log.          Also cleaning up usage of Slog so only logWtf logs to the system log in     both NetworkStackClient and ConnectivityModuleConnector.          Test: m     Bug: 235901424     Change-Id: Ia484ee825cd714fd8eb7704ca1d16acfbe2e7331     Merged-In: Ia484ee825cd714fd8eb7704ca1d16acfbe2e7331     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 11, 0, 0, 5, 8, 0]","1","1","1"
"Merge `Fix javadoc typo in ApplicationInfo`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","0"
"Update doc for audio-coupled-haptic related stuff.          When using audio-coupled-haptic playback, the haptic channels will be     muted if the app doesn't have the vibrate permission. Update the doc to     state that apps should hold vibrate permission to make     audio-coupled-haptic works as expected.          Bug: 236586224     Test: make     Change-Id: I69c1332d39f997a61f3a969d652144d829de9659     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Delete timeClonedSimpleDateFormat.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `Parcel.java: Fix bug where non-nested creators threw NullPointer`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","0"
"Update method visibility for testing          Remove VisibleForTesting for onUserStarted, onPackageRemoved and     onPackageAdded because it's not necessary now.          Bug: 230548427     Test: m ; atest FrameworksNetTests     Change-Id: I531feb457bc59dc9969d93311654523f3e6f5270     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Delete timeClonedSimpleDateFormat.          This test has been timing out due to it's long runtime and causing other     tests to fail. Since it is already the simplest it can be we should just     delete it.          Bug: 237633188     Test: atest ExpensiveObjectsPerfTest     Change-Id: Id334fc9bd650206d0433433ff27abd6fab695d0a     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Final set of libcore benchmarks.          Test: atest {TestName}     Change-Id: Id6340c9cda83bcadfb5b65dbae0226fcb4eb691c     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Fix javadoc typo in ApplicationInfo          - FLAG_SYSTEM had a small typo          Test: Documentation only, not needed     Change-Id: Iaa27b7ccac6090658e5f893778997a6ce850b8b0     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Stop VPN profiles by exiting VpnRunner instead of prepareInternal          Change to call the VpnRunner.exit to stop vpn profile     instead of using prepareInternal to leave the package intact.     This aligns with the way that VpnServices are disconnected     so that the package and other related information will not be     reset unexpectedly.          In current design, Vpn will examine if the current prepared     package matches to prevent an existing always-on VPN from being     dethroned by other apps when the VPN always-on is enabled.     However, when the VPN is disabled using stopVpnProfile, the     current package name will be updated to [LEGACY VPN]. The     current package will no longer be the same with the VPN package.     This resulted in the rejection of the VPN app to start the VPN     using VpnManager.startVpnProfile again.          Test: atest FrameworksNetTests     Test: manually test with VPN app to reconnect VPN when always-on     is enabled.     Bug: 235322391     Change-Id: I83e1e1edf6c3a6653d87216afcd397f296f59cf2     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0]","1","1","1"
"Update the prefix in keystore for app exclusion          Update the string without the underscore to prevent conflict with     the existing VPN prefix.          Settings app may get exception when the vpn exclusion list was     set since the logic is used in the Settings relying on the     prefix match. The current app exclusion prefix is also started     with `VPN_`, so it will be mis-used by Settings as a VPN profile.          Bug: 237345836     Test: atest FrameworksNetTests     Change-Id: I01e773cc15eb1ae5ffaa12aef124bbbf390cc004     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Add NR bands to service state.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Parcel.java: Fix bug where non-nested creators threw NullPointer          Upon deserialization, various APIs would check that the passed in class     was assignable from the creator's enclosing class - which was assumed to     always be the Parcelable type.          This assumption is not always true, so updating the check to explicitely     store the parcelable type          Fix: 232589966     Test: m && atest ParcelTest && atest BundleTest     Change-Id: I59b650a854944e9020615a65798c5e54f5540aaa     ","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 2, 3, 7, 0]","1","1","1"
"Merge `Add API to set launch TDA featureId in options`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Update VPN app exclusion list when packages are added or removed`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"CEC: Do not allow null callback          Do not allow oneTouchPlay and getDisplayStatus methods to be called     with null callback as an argument.          Bug: 236687418     Test: None     Change-Id: I9f1b3ec5c1a44fd588068881febd35d34930f031     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]","1","1","1"
"Add API to set launch TDA featureId in options          - Add new api in ActivityOptions for a caller to be able to specify     launch TaskDisplayArea in ActivityOptions.     - Add option to specify launch TaskDisplayArea featureId in     ActivityManagerShellCommand.          Bug: 234349363     Test: atest TaskLaunchParamsModifierTests     Change-Id: I092787ede5245d15774e01054c408533fe632b57     ","[0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 3, 16, 3, 0]","1","1","1"
"Merge `API changes requires for Bluetooth apk inside the apex to build.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"NotificationPlayer: use AUDIOFOCUS_GAIN_TRANSIENT instead of AUDIOFOCUS_GAIN in looping mode          A voip app will usually use notification with FLAG_INSISTENT when a new voip call comes, if the duration hint was AUDIOFOCUS_GAIN the music app will not continue after the voip call end.          Signed-off-by: wumin3 <wumin3@xiaomi.com>     Change-Id: I6270bb08181b8fb94c84ec0f69bd226f3a7d0f01     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","1","1","1"
